Date,Open,High,Low,Close,Adj_Close,Volume,VWAP,Returns_Pct,Log_Returns,Dollar_Change,Intraday_Range,Intraday_Range_Pct,Predicted
2000-03-22,5.3313,5.3358,5.318,5.33,5.33,25563,5.3279,-1.0064,-0.010115,-0.0542,0.0178,0.3355,
2000-03-23,5.3026,5.3026,5.2787,5.2812,5.2812,43574,5.2875,-0.915,-0.009193,-0.0488,0.024,0.454,
2000-03-24,5.2938,5.3197,5.2618,5.2629,5.2629,26497,5.2814,-0.347,-0.003476,-0.0183,0.0579,1.1005,
2000-03-27,5.237,5.2671,5.2353,5.2493,5.2493,21802,5.2506,-0.2584,-0.002588,-0.0136,0.0319,0.6086,
2000-03-28,5.2976,5.3033,5.2976,5.298,5.298,36969,5.2996,0.927,0.009227,0.0487,0.0057,0.107,
2000-03-29,5.2858,5.2941,5.2763,5.2858,5.2858,23077,5.2854,-0.2299,-0.002301,-0.0122,0.0178,0.3366,
2000-03-30,5.2563,5.2563,5.2246,5.23,5.23,29297,5.2369,-1.0559,-0.010615,-0.0558,0.0318,0.608,
2000-03-31,5.1892,5.1892,5.1737,5.1815,5.1815,41851,5.1815,-0.9258,-0.009301,-0.0484,0.0155,0.2994,
2000-04-03,5.1509,5.1509,5.1428,5.1432,5.1432,24629,5.1457,-0.7396,-0.007424,-0.0383,0.0081,0.1566,
2000-04-04,5.0742,5.0742,5.0556,5.0667,5.0667,33278,5.0655,-1.488,-0.014991,-0.0765,0.0186,0.3674,
2000-04-05,5.076,5.113,5.0746,5.0809,5.0809,28092,5.0895,0.281,0.002806,0.0142,0.0384,0.7568,
2000-04-06,5.0526,5.0526,5.0212,5.0427,5.0427,22409,5.0389,-0.7517,-0.007545,-0.0382,0.0314,0.6249,
2000-04-07,5.0094,5.0094,4.9745,5.0044,5.0044,19167,4.9961,-0.7599,-0.007628,-0.0383,0.0349,0.7025,
2000-04-10,4.9405,4.9405,4.9109,4.9326,4.9326,38306,4.928,-1.4357,-0.014461,-0.0718,0.0296,0.6026,
2000-04-11,4.935,4.942,4.935,4.9371,4.9371,25017,4.9381,0.092,0.000919,0.0045,0.007,0.1418,
2000-04-12,5.0052,5.022,5.0052,5.0069,5.0069,32411,5.0113,1.413,0.014031,0.0698,0.0168,0.3356,
2000-04-13,5.1106,5.1385,5.1106,5.1242,5.1242,53425,5.1244,2.3435,0.023164,0.1173,0.0279,0.5454,
2000-04-14,5.165,5.1922,5.165,5.187,5.187,43813,5.1814,1.2257,0.012183,0.0628,0.0272,0.5266,
2000-04-17,5.1186,5.1186,5.1134,5.1135,5.1135,37670,5.1151,-1.418,-0.014281,-0.0736,0.0052,0.1008,
2000-04-18,5.132,5.1326,5.1032,5.118,5.118,21492,5.1179,0.0897,0.000896,0.0046,0.0294,0.5765,
2000-04-19,5.1333,5.1515,5.1333,5.1386,5.1386,33075,5.1411,0.4021,0.004013,0.0206,0.0182,0.3549,
2000-04-20,5.1237,5.1368,5.1237,5.1289,5.1289,25379,5.1298,-0.1894,-0.001896,-0.0097,0.0131,0.2554,
2000-04-21,5.131,5.1643,5.131,5.1466,5.1466,34454,5.1473,0.3458,0.003452,0.0177,0.0333,0.6491,
2000-04-24,5.1428,5.1428,5.1355,5.1376,5.1376,25282,5.1386,-0.175,-0.001751,-0.009,0.0073,0.1419,
2000-04-25,5.0172,5.0172,5.012,5.0122,5.0122,29671,5.0138,-2.4414,-0.024717,-0.1254,0.0052,0.1046,
2000-04-26,4.9998,5.0036,4.996,4.9986,4.9986,26900,4.9994,-0.2712,-0.002716,-0.0136,0.0076,0.1518,
2000-04-27,5.0028,5.0397,4.999,5.0192,5.0192,29978,5.0193,0.4115,0.004107,0.0206,0.0407,0.814,
2000-04-28,5.0995,5.109,5.0995,5.1039,5.1039,26431,5.1041,1.6874,0.016733,0.0847,0.0095,0.1857,
2000-05-01,5.1332,5.1446,5.0988,5.1193,5.1193,35754,5.1209,0.302,0.003015,0.0154,0.0458,0.898,
2000-05-02,5.1262,5.1262,5.1139,5.1152,5.1152,30095,5.1184,-0.0789,-0.00079,-0.004,0.0123,0.2409,
2000-05-03,5.1112,5.1203,5.1112,5.1116,5.1116,19762,5.1143,-0.0712,-0.000712,-0.0036,0.0091,0.1772,
2000-05-04,5.1413,5.1482,5.1413,5.143,5.143,34518,5.1442,0.615,0.006131,0.0314,0.0068,0.1327,
2000-05-05,5.1198,5.1267,5.1198,5.1216,5.1216,19044,5.1227,-0.4175,-0.004183,-0.0215,0.0069,0.135,
2000-05-08,5.1772,5.1936,5.1772,5.1846,5.1846,45552,5.1851,1.2301,0.012226,0.063,0.0164,0.3164,
2000-05-09,5.2272,5.2919,5.2272,5.2651,5.2651,38163,5.2614,1.5544,0.015425,0.0806,0.0647,1.2379,
2000-05-10,5.3199,5.3623,5.3186,5.3439,5.3439,42361,5.3416,1.4954,0.014843,0.0787,0.0437,0.821,
2000-05-11,5.4486,5.472,5.4486,5.46,5.46,32532,5.4602,2.1729,0.021496,0.1161,0.0234,0.4295,
2000-05-12,5.4622,5.5869,5.4622,5.5169,5.5169,37360,5.522,1.0426,0.010372,0.0569,0.1247,2.2835,
2000-05-15,5.4289,5.4289,5.3808,5.4071,5.4071,46398,5.4056,-1.9911,-0.020111,-0.1098,0.0481,0.8938,
2000-05-16,5.3307,5.3307,5.3177,5.3216,5.3216,44341,5.3233,-1.5806,-0.015932,-0.0855,0.013,0.2442,
2000-05-17,5.4333,5.4782,5.4333,5.435,5.435,40981,5.4489,2.1316,0.021092,0.1134,0.0449,0.8265,
2000-05-18,5.4151,5.4151,5.4078,5.4097,5.4097,24771,5.4109,-0.4665,-0.004676,-0.0254,0.0073,0.1357,
2000-05-19,5.5086,5.5371,5.5086,5.5093,5.5093,49704,5.5183,1.8405,0.018237,0.0996,0.0285,0.5174,
2000-05-22,5.5812,5.6157,5.5812,5.5835,5.5835,33060,5.5934,1.3472,0.013382,0.0742,0.0345,0.6188,
2000-05-23,5.4804,5.4804,5.4742,5.4749,5.4749,30401,5.4765,-1.9442,-0.019634,-0.1086,0.0062,0.1135,
2000-05-24,5.4076,5.4076,5.3921,5.3946,5.3946,39851,5.3981,-1.4664,-0.014772,-0.0803,0.0156,0.2884,
2000-05-25,5.3289,5.3289,5.3225,5.3235,5.3235,22352,5.325,-1.3178,-0.013266,-0.0711,0.0064,0.1199,
2000-05-26,5.2122,5.2122,5.2017,5.207,5.207,53161,5.207,-2.1892,-0.022135,-0.1165,0.0105,0.2022,
2000-05-29,5.2145,5.2145,5.1999,5.2093,5.2093,20295,5.2079,0.0439,0.000439,0.0023,0.0146,0.28,
2000-05-30,5.2112,5.2112,5.2055,5.206,5.206,31075,5.2076,-0.0624,-0.000624,-0.0033,0.0058,0.1109,
2000-05-31,5.2091,5.2298,5.1232,5.1856,5.1856,30108,5.1795,-0.3925,-0.003933,-0.0204,0.1065,2.0796,
2000-06-01,5.1178,5.1178,5.1114,5.1127,5.1127,42914,5.114,-1.4056,-0.014156,-0.0729,0.0064,0.1258,
2000-06-02,5.0876,5.0876,5.081,5.0825,5.0825,20524,5.0837,-0.5905,-0.005922,-0.0302,0.0066,0.1305,
2000-06-05,5.0357,5.0357,5.0305,5.0306,5.0306,39487,5.0323,-1.0209,-0.010262,-0.0519,0.0052,0.1026,
2000-06-06,4.9511,4.9511,4.9422,4.9461,4.9461,45895,4.9465,-1.6799,-0.016941,-0.0845,0.0089,0.1802,
2000-06-07,4.9958,5.0018,4.9958,4.9968,4.9968,23707,4.9981,1.0248,0.010196,0.0507,0.0061,0.1212,
2000-06-08,4.8604,4.8604,4.8476,4.8501,4.8501,26490,4.8527,-2.9366,-0.029806,-0.1467,0.0128,0.2645,
2000-06-09,4.9166,4.9217,4.9166,4.9168,4.9168,39290,4.9183,1.3748,0.013654,0.0667,0.0051,0.1036,
2000-06-12,4.9615,5.0229,4.9615,5.0096,5.0096,40036,4.998,1.8877,0.018701,0.0928,0.0614,1.2385,
2000-06-13,4.9767,4.9794,4.9104,4.9336,4.9336,43785,4.9411,-1.5159,-0.015275,-0.0759,0.0691,1.4062,
2000-06-14,4.8354,4.8354,4.8241,4.8305,4.8305,39428,4.83,-2.0896,-0.021118,-0.1031,0.0113,0.2345,
2000-06-15,4.8329,4.8329,4.8124,4.8269,4.8269,26498,4.8241,-0.0744,-0.000744,-0.0036,0.0205,0.4258,
2000-06-16,4.8114,4.8114,4.8025,4.8066,4.8066,22373,4.8068,-0.4218,-0.004227,-0.0204,0.0089,0.1843,
2000-06-19,4.9024,4.9541,4.9024,4.9347,4.9347,46189,4.9304,2.6659,0.02631,0.1281,0.0516,1.0532,
2000-06-20,4.8691,4.8691,4.8642,4.8642,4.8642,38136,4.8658,-1.4291,-0.014394,-0.0705,0.0049,0.1007,
2000-06-21,4.8939,4.9067,4.8939,4.8987,4.8987,26067,4.8998,0.7092,0.007067,0.0345,0.0127,0.2605,
2000-06-22,4.893,4.9213,4.893,4.9016,4.9016,30966,4.9053,0.0587,0.000587,0.0029,0.0284,0.5796,
2000-06-23,4.8811,4.8928,4.8136,4.8693,4.8693,25205,4.8586,-0.6581,-0.006603,-0.0323,0.0793,1.6468,
2000-06-26,4.8627,4.8908,4.8251,4.886,4.886,31834,4.8673,0.3418,0.003412,0.0166,0.0657,1.3621,
2000-06-27,4.8343,4.8343,4.8246,4.8295,4.8295,39519,4.8295,-1.1557,-0.011624,-0.0565,0.0097,0.2006,
2000-06-28,4.7607,4.7607,4.745,4.752,4.752,40571,4.7525,-1.6054,-0.016184,-0.0775,0.0158,0.332,
2000-06-29,4.851,4.8905,4.851,4.8688,4.8688,40908,4.8701,2.458,0.024283,0.1168,0.0396,0.8153,
2000-06-30,4.882,5.026,4.882,4.9332,4.9332,22313,4.9471,1.3236,0.013149,0.0644,0.1439,2.9484,
2000-07-03,4.9411,4.9712,4.9411,4.9659,4.9659,41972,4.9594,0.6635,0.006613,0.0327,0.0301,0.6101,
2000-07-04,5.0734,5.0802,5.0734,5.0751,5.0751,38063,5.0762,2.1993,0.021755,0.1092,0.0069,0.1352,
2000-07-05,5.1057,5.1661,5.1057,5.1575,5.1575,35000,5.1431,1.6228,0.016098,0.0824,0.0605,1.1847,
2000-07-06,5.2195,5.2282,5.2195,5.2226,5.2226,46927,5.2234,1.2612,0.012533,0.065,0.0087,0.167,
2000-07-07,5.1817,5.1817,5.1764,5.1766,5.1766,29691,5.1782,-0.8807,-0.008846,-0.046,0.0054,0.1034,
2000-07-10,5.1447,5.1475,5.1397,5.1423,5.1423,22935,5.1432,-0.6618,-0.00664,-0.0343,0.0077,0.15,
2000-07-11,5.142,5.142,5.1269,5.1369,5.1369,30563,5.1353,-0.1054,-0.001054,-0.0054,0.0151,0.2941,
2000-07-12,5.1371,5.1376,5.0651,5.0722,5.0722,32925,5.0916,-1.2592,-0.012672,-0.0647,0.0725,1.4308,
2000-07-13,4.9793,4.9793,4.9448,4.9621,4.9621,44819,4.9621,-2.17,-0.021939,-0.1101,0.0344,0.6959,
2000-07-14,4.9683,4.9683,4.932,4.9483,4.9483,38859,4.9495,-0.2788,-0.002791,-0.0138,0.0363,0.7359,
2000-07-17,4.9281,4.9281,4.8548,4.8972,4.8972,28414,4.8934,-1.0328,-0.010381,-0.0511,0.0732,1.5086,
2000-07-18,4.8216,4.8216,4.801,4.8026,4.8026,21915,4.8084,-1.9318,-0.019507,-0.0946,0.0206,0.4286,
2000-07-19,4.8581,4.9145,4.8581,4.8779,4.8779,22613,4.8835,1.5681,0.015559,0.0753,0.0565,1.1622,
2000-07-20,4.8559,4.8559,4.7749,4.8145,4.8145,44516,4.8151,-1.3006,-0.013091,-0.0634,0.0809,1.6951,
2000-07-21,4.9043,4.919,4.9043,4.9141,4.9141,39208,4.9124,2.0688,0.020477,0.0996,0.0147,0.2999,
2000-07-24,4.9633,4.9742,4.9633,4.9692,4.9692,35442,4.9689,1.1227,0.011164,0.0552,0.011,0.2207,
2000-07-25,4.9688,5.0046,4.9327,4.9728,4.9728,15427,4.97,0.0709,0.000709,0.0035,0.072,1.459,
2000-07-26,5.0104,5.0452,5.0104,5.0143,5.0143,29109,5.0233,0.8361,0.008326,0.0416,0.0348,0.6951,
2000-07-27,4.979,4.979,4.9451,4.9635,4.9635,23429,4.9626,-1.0129,-0.010181,-0.0508,0.0339,0.6854,
2000-07-28,5.0726,5.0885,5.0726,5.0745,5.0745,40426,5.0786,2.2362,0.022116,0.111,0.0159,0.3131,
2000-07-31,5.1177,5.1229,5.1177,5.1178,5.1178,35621,5.1195,0.853,0.008494,0.0433,0.0053,0.1033,
2000-08-01,5.1871,5.1925,5.1871,5.1873,5.1873,44943,5.189,1.3582,0.01349,0.0695,0.0054,0.1041,
2000-08-02,5.1637,5.1787,5.1292,5.1512,5.1512,34469,5.153,-0.6975,-0.006999,-0.0362,0.0494,0.9639,
2000-08-03,5.0842,5.0842,5.0718,5.076,5.076,45638,5.0773,-1.4595,-0.014702,-0.0752,0.0124,0.2447,
2000-08-04,5.0541,5.0541,5.0295,5.0364,5.0364,25014,5.04,-0.7797,-0.007828,-0.0396,0.0247,0.4902,
2000-08-07,5.0085,5.0085,5.0033,5.0035,5.0035,41680,5.0051,-0.6541,-0.006562,-0.0329,0.0052,0.1035,
2000-08-08,4.8721,4.8721,4.8613,4.8672,4.8672,51199,4.8669,-2.7233,-0.027611,-0.1363,0.0107,0.221,
2000-08-09,4.8104,4.8104,4.8048,4.8056,4.8056,22767,4.8069,-1.266,-0.012741,-0.0616,0.0056,0.1159,
2000-08-10,4.8937,4.9222,4.8937,4.9173,4.9173,34034,4.9111,2.3256,0.022989,0.1118,0.0285,0.5831,
2000-08-11,4.8969,4.8969,4.8911,4.892,4.892,33238,4.8934,-0.5143,-0.005156,-0.0253,0.0058,0.1191,
2000-08-14,4.8775,4.8775,4.8017,4.8526,4.8526,18071,4.8439,-0.8059,-0.008092,-0.0394,0.0758,1.5782,
2000-08-15,4.8656,4.8943,4.8656,4.8775,4.8775,18109,4.8791,0.5135,0.005122,0.0249,0.0287,0.5908,
2000-08-16,4.9152,4.9457,4.8929,4.9323,4.9323,26754,4.9236,1.1229,0.011166,0.0548,0.0528,1.0784,
2000-08-17,5.0342,5.0431,5.0342,5.0381,5.0381,36021,5.0385,2.1451,0.021224,0.1058,0.009,0.1779,
2000-08-18,5.0125,5.0125,4.9723,4.9828,4.9828,29680,4.9892,-1.0984,-0.011045,-0.0553,0.0403,0.8101,
2000-08-21,4.9553,4.9553,4.9017,4.9421,4.9421,18307,4.933,-0.8171,-0.008205,-0.0407,0.0535,1.092,
2000-08-22,4.9233,4.9233,4.8833,4.893,4.893,32660,4.8998,-0.9926,-0.009976,-0.0491,0.04,0.8189,
2000-08-23,4.9316,4.9466,4.9316,4.9417,4.9417,21279,4.94,0.9946,0.009897,0.0487,0.015,0.3046,
2000-08-24,4.9514,4.9883,4.9514,4.9743,4.9743,37025,4.9713,0.6609,0.006588,0.0327,0.037,0.747,
2000-08-25,4.9661,4.9661,4.961,4.9611,4.9611,33928,4.9627,-0.2658,-0.002662,-0.0132,0.0051,0.1031,
2000-08-28,4.9748,4.9748,4.9571,4.9662,4.9662,15375,4.966,0.1036,0.001035,0.0051,0.0177,0.3569,
2000-08-29,5.0586,5.0676,5.0586,5.0625,5.0625,26265,5.0629,1.9389,0.019204,0.0963,0.009,0.177,
2000-08-30,5.0533,5.0533,5.0454,5.0461,5.0461,20149,5.0483,-0.3247,-0.003252,-0.0164,0.0079,0.1566,
2000-08-31,5.0393,5.1086,5.0365,5.0909,5.0909,30277,5.0786,0.8871,0.008832,0.0448,0.0721,1.4308,
2000-09-01,5.098,5.1169,5.0748,5.0937,5.0937,32987,5.0951,0.056,0.00056,0.0028,0.0421,0.8297,
2000-09-04,5.093,5.093,5.0341,5.0773,5.0773,17421,5.0681,-0.3217,-0.003222,-0.0164,0.0589,1.1693,
2000-09-05,5.0113,5.0113,5.0033,5.0063,5.0063,21524,5.0069,-1.3993,-0.014091,-0.071,0.008,0.16,
2000-09-06,4.9909,4.9909,4.9846,4.9859,4.9859,29564,4.9871,-0.4071,-0.00408,-0.0204,0.0063,0.1267,
2000-09-07,4.9545,4.9545,4.8782,4.8907,4.8907,42553,4.9078,-1.9102,-0.019287,-0.0952,0.0762,1.5629,
2000-09-08,4.8663,4.8904,4.8663,4.8697,4.8697,21535,4.8755,-0.4278,-0.004287,-0.0209,0.0241,0.4949,
2000-09-11,4.8304,4.8304,4.8215,4.8256,4.8256,29062,4.8258,-0.9065,-0.009107,-0.0441,0.0089,0.1847,
2000-09-12,4.8442,4.8442,4.8229,4.8359,4.8359,17216,4.8343,0.2137,0.002134,0.0103,0.0213,0.4426,
2000-09-13,4.8476,4.856,4.8381,4.8454,4.8454,29305,4.8465,0.1968,0.001966,0.0095,0.0179,0.3696,
2000-09-14,4.7789,4.7789,4.7622,4.7733,4.7733,38885,4.7715,-1.4874,-0.014985,-0.0721,0.0168,0.352,
2000-09-15,4.7554,4.7914,4.6679,4.7722,4.7722,28137,4.7438,-0.024,-0.00024,-0.0011,0.1235,2.6451,
2000-09-18,4.7489,4.7489,4.7387,4.7392,4.7392,38719,4.7423,-0.6905,-0.006929,-0.033,0.0101,0.2137,
2000-09-19,4.7136,4.7136,4.6537,4.6737,4.6737,42653,4.6803,-1.3825,-0.013921,-0.0655,0.06,1.2884,
2000-09-20,4.5689,4.5689,4.5024,4.5494,4.5494,51566,4.5403,-2.6592,-0.026952,-0.1243,0.0665,1.4769,
2000-09-21,4.5481,4.5552,4.5408,4.5507,4.5507,34757,4.5489,0.0268,0.000268,0.0012,0.0144,0.3172,
2000-09-22,4.5679,4.5679,4.5449,4.5607,4.5607,16378,4.5578,0.2196,0.002194,0.01,0.023,0.5068,
2000-09-25,4.5582,4.5748,4.5582,4.5641,4.5641,32972,4.5657,0.076,0.00076,0.0035,0.0165,0.363,
2000-09-26,4.628,4.6368,4.628,4.6322,4.6322,37520,4.6323,1.4911,0.014801,0.0681,0.0088,0.1894,
2000-09-27,4.6149,4.6222,4.6005,4.6139,4.6139,34505,4.6122,-0.3938,-0.003946,-0.0182,0.0218,0.4732,
2000-09-28,4.6431,4.6431,4.6274,4.6323,4.6323,28014,4.6343,0.3979,0.003971,0.0184,0.0157,0.3391,
2000-09-29,4.6314,4.6314,4.6216,4.6259,4.6259,20301,4.6263,-0.139,-0.001391,-0.0064,0.0097,0.211,
2000-10-02,4.6296,4.6358,4.6296,4.6301,4.6301,32394,4.6318,0.0923,0.000922,0.0043,0.0062,0.1348,
2000-10-03,4.6511,4.6622,4.6371,4.6564,4.6564,18507,4.6519,0.5673,0.005657,0.0263,0.025,0.5402,
2000-10-04,4.5743,4.5743,4.5615,4.5697,4.5697,47207,4.5685,-1.862,-0.018796,-0.0867,0.0127,0.279,
2000-10-05,4.5141,4.5141,4.4982,4.5096,4.5096,28177,4.5073,-1.3158,-0.013245,-0.0601,0.0159,0.3537,
2000-10-06,4.5129,4.5331,4.5129,4.5222,4.5222,17931,4.5227,0.2792,0.002788,0.0126,0.0202,0.4484,
2000-10-09,4.5419,4.5617,4.5419,4.5495,4.5495,25375,4.551,0.6044,0.006026,0.0273,0.0199,0.4372,
2000-10-10,4.5791,4.5865,4.5791,4.5819,4.5819,30249,4.5825,0.7131,0.007106,0.0324,0.0074,0.1625,
2000-10-11,4.6086,4.6316,4.6086,4.627,4.627,21894,4.6224,0.9837,0.009789,0.0451,0.023,0.4991,
2000-10-12,4.5933,4.6019,4.5901,4.5909,4.5909,21946,4.5943,-0.7798,-0.007828,-0.0361,0.0117,0.2557,
2000-10-13,4.5648,4.6071,4.5648,4.6025,4.6025,29094,4.5914,0.2516,0.002513,0.0116,0.0423,0.927,
2000-10-16,4.6272,4.6628,4.6272,4.6439,4.6439,21705,4.6446,0.8994,0.008954,0.0414,0.0356,0.7692,
2000-10-17,4.6924,4.7038,4.6924,4.6991,4.6991,27216,4.6985,1.19,0.01183,0.0553,0.0114,0.2434,
2000-10-18,4.7198,4.7258,4.7198,4.7211,4.7211,37667,4.7223,0.4677,0.004666,0.022,0.006,0.127,
